,subject,score,display,question,dimension,question_number,qdirection,item
31505,sub106,2.0,understanding,# I check my firewall is working before using the internet.,inspecting,q36,forward,inspecting_q36
31511,sub106,2.0,understanding,# I give personal information on social media surveys or games.,hiding,q26,reversed,hiding_q26
31517,sub106,2.0,understanding,# I check permissions requested by apps before download.,inspecting,q32,forward,inspecting_q32
31523,sub106,2.0,understanding,# I use different email addresses for work and personal issues. ,hiding,q16,forward,hiding_q16
31529,sub106,2.0,understanding,"# I share personal information online, even when not strictly necessary.",hiding,q15,reversed,hiding_q15
31535,sub106,2.0,understanding,# I scan my computer with an antivirus or similar. ,inspecting,q37,forward,inspecting_q37
31541,sub106,2.0,understanding,# I ensure a source is trustworthy before installing an app.,inspecting,q39,forward,inspecting_q39
31547,sub106,2.0,understanding,# I turn-off my WiFi when in public and not using it.,hiding,q13,forward,hiding_q13
31553,sub106,2.0,understanding,# I make sure my social media are in private mode if I can.,hiding,q14,forward,hiding_q14
31559,sub106,2.0,understanding,# I check whether emails come from trustworthy sources.,inspecting,q42,forward,inspecting_q42
31571,sub106,2.0,understanding,# I update the apps in my devices.,blocking,q01,forward,blocking_q01
31577,sub106,2.0,understanding,# I accept chat requests from strangers on social media.,hiding,q22,reversed,hiding_q22
31583,sub106,2.0,understanding,# I keep my antivirus protection active when browsing the internet.,blocking,q10,forward,blocking_q10
31595,sub106,2.0,understanding,# I ensure my devices are locked if not using them.,inspecting,q28,forward,inspecting_q28
31601,sub106,2.0,understanding,# I pay attention to news about cybersecurity breaches.,inspecting,q40,forward,inspecting_q40
31617,sub107,2.0,understanding,# I check my firewall is working before using the internet.,inspecting,q36,forward,inspecting_q36
31623,sub107,2.0,understanding,# I share personal information with strangers on social media.,hiding,q17,reversed,hiding_q17
31629,sub107,2.0,understanding,# I ensure my devices are locked if not using them.,inspecting,q28,forward,inspecting_q28
31635,sub107,2.0,understanding,# I confirm recipients are trustworthy before replying to emails.,inspecting,q44,forward,inspecting_q44
31641,sub107,2.0,understanding,# I access my online baking when connected to a public WiFi.,hiding,q24,reversed,hiding_q24
31647,sub107,2.0,understanding,# I use complex and long passwords.,blocking,q02,forward,blocking_q02
31653,sub107,2.0,understanding,# I blindly accept all cookies from a website.,hiding,q25,reversed,hiding_q25
31659,sub107,2.0,understanding,# I use a camera cover for my devices when I can.,blocking,q09,forward,blocking_q09
31665,sub107,2.0,understanding,# I keep my antivirus protection active when browsing the internet.,blocking,q10,forward,blocking_q10
31671,sub107,2.0,understanding,# I pay attention to the settings of my devices.,inspecting,q30,forward,inspecting_q30
31677,sub107,2.0,understanding,# I turn-off my WiFi when in public and not using it.,hiding,q13,forward,hiding_q13
31683,sub107,2.0,understanding,# I prefer to use my fingerprint to sign-in to my devices when possible.,blocking,q12,forward,blocking_q12
31689,sub107,2.0,understanding,# I check my internet connection is safe before shopping.,inspecting,q35,forward,inspecting_q35
31707,sub107,2.0,understanding,# I make sure my social media are in private mode if I can.,hiding,q14,forward,hiding_q14
31719,sub107,2.0,understanding,# I use the same password for different devices.,blocking,q04,reversed,blocking_q04
31725,sub107,2.0,understanding,# I seek experts' recommendations on cybersecurity.,inspecting,q41,forward,inspecting_q41
31731,sub107,2.0,understanding,# I remove apps that I no longer use.,blocking,q11,forward,blocking_q11
31737,sub107,2.0,understanding,# I clean my location log info.,hiding,q21,forward,hiding_q21
31743,sub107,2.0,understanding,# I use a password manager.,blocking,q07,forward,blocking_q07
31749,sub107,2.0,understanding,# I check whether emails come from trustworthy sources.,inspecting,q42,forward,inspecting_q42
31755,sub107,2.0,understanding,# I check whether updates are safe before applying them.,inspecting,q31,forward,inspecting_q31
31761,sub107,2.0,understanding,# I keep an ad-blocker or pop-up-blocker active. ,blocking,q08,forward,blocking_q08
31773,sub107,2.0,understanding,# I change the default name of my devices.,inspecting,q29,forward,inspecting_q29
31779,sub107,2.0,understanding,# I scan my computer with an antivirus or similar. ,inspecting,q37,forward,inspecting_q37
31785,sub107,2.0,understanding,# I use the same password for different websites.,blocking,q03,reversed,blocking_q03
31791,sub107,2.0,understanding,# I give personal information on social media surveys or games.,hiding,q26,reversed,hiding_q26
31797,sub107,2.0,understanding,# I accept friend requests from total strangers on social media.,hiding,q27,reversed,hiding_q27
31803,sub107,2.0,understanding,# I use different email addresses for work and personal issues. ,hiding,q16,forward,hiding_q16
31809,sub107,2.0,understanding,# I update the apps in my devices.,blocking,q01,forward,blocking_q01
31815,sub107,2.0,understanding,# I ensure a source is trustworthy before installing an app.,inspecting,q39,forward,inspecting_q39
31821,sub107,2.0,understanding,"# I share personal information online, even when not strictly necessary.",hiding,q15,reversed,hiding_q15
31827,sub107,2.0,understanding,# I ensure that my browser offers good security options.,inspecting,q43,forward,inspecting_q43
31833,sub107,2.0,understanding,# I clean my browsing history and cookies.,hiding,q19,forward,hiding_q19
31839,sub107,2.0,understanding,# I share my passwords with others. ,blocking,q06,reversed,blocking_q06
31845,sub107,2.0,understanding,# I pay attention to news about cybersecurity breaches.,inspecting,q40,forward,inspecting_q40
31851,sub107,2.0,understanding,# I check whether websites are encrypted.,inspecting,q33,forward,inspecting_q33
31857,sub107,2.0,understanding,# I scan my phone with an antivirus or similar. ,inspecting,q38,forward,inspecting_q38
31863,sub107,2.0,understanding,# I accept chat requests from strangers on social media.,hiding,q22,reversed,hiding_q22
31869,sub107,2.0,understanding,# I turn-off my location when not using it.,hiding,q20,forward,hiding_q20
31875,sub107,2.0,understanding,# I check permissions requested by apps before download.,inspecting,q32,forward,inspecting_q32
31881,sub107,2.0,understanding,# I avoid using social media accounts for signing-in to a new website.,hiding,q23,forward,hiding_q23
31887,sub107,2.0,understanding,# I try to remain anonymous in the internet if I can.,hiding,q18,forward,hiding_q18
31893,sub107,2.0,understanding,# I check my browser is safe/encrypted before shopping.,inspecting,q34,forward,inspecting_q34
31899,sub107,2.0,understanding,# I change my passwords after using them for a while.,blocking,q05,forward,blocking_q05
31909,sub108,2.0,understanding,# I avoid using social media accounts for signing-in to a new website.,hiding,q23,forward,hiding_q23
31915,sub108,2.0,understanding,# I check my firewall is working before using the internet.,inspecting,q36,forward,inspecting_q36
31921,sub108,2.0,understanding,# I use the same password for different devices.,blocking,q04,reversed,blocking_q04
31927,sub108,2.0,understanding,# I make sure my social media are in private mode if I can.,hiding,q14,forward,hiding_q14
31933,sub108,2.0,understanding,# I ensure a source is trustworthy before installing an app.,inspecting,q39,forward,inspecting_q39
31939,sub108,2.0,understanding,# I keep an ad-blocker or pop-up-blocker active. ,blocking,q08,forward,blocking_q08
31945,sub108,2.0,understanding,# I pay attention to the settings of my devices.,inspecting,q30,forward,inspecting_q30
31951,sub108,2.0,understanding,# I scan my computer with an antivirus or similar. ,inspecting,q37,forward,inspecting_q37
31957,sub108,2.0,understanding,# I check whether websites are encrypted.,inspecting,q33,forward,inspecting_q33
31963,sub108,2.0,understanding,# I clean my browsing history and cookies.,hiding,q19,forward,hiding_q19
31969,sub108,2.0,understanding,# I accept chat requests from strangers on social media.,hiding,q22,reversed,hiding_q22
31975,sub108,2.0,understanding,# I check my internet connection is safe before shopping.,inspecting,q35,forward,inspecting_q35
31981,sub108,2.0,understanding,# I seek experts' recommendations on cybersecurity.,inspecting,q41,forward,inspecting_q41
31987,sub108,2.0,understanding,# I use a camera cover for my devices when I can.,blocking,q09,forward,blocking_q09
31993,sub108,2.0,understanding,# I ensure that my browser offers good security options.,inspecting,q43,forward,inspecting_q43
31999,sub108,2.0,understanding,# I use a password manager.,blocking,q07,forward,blocking_q07
32005,sub108,2.0,understanding,# I turn-off my location when not using it.,hiding,q20,forward,hiding_q20
32011,sub108,2.0,understanding,# I confirm recipients are trustworthy before replying to emails.,inspecting,q44,forward,inspecting_q44
32023,sub108,2.0,understanding,# I turn-off my WiFi when in public and not using it.,hiding,q13,forward,hiding_q13
32029,sub108,2.0,understanding,# I remove apps that I no longer use.,blocking,q11,forward,blocking_q11
32035,sub108,2.0,understanding,# I check permissions requested by apps before download.,inspecting,q32,forward,inspecting_q32
32041,sub108,2.0,understanding,# I use complex and long passwords.,blocking,q02,forward,blocking_q02
32047,sub108,2.0,understanding,"# I share personal information online, even when not strictly necessary.",hiding,q15,reversed,hiding_q15
32053,sub108,2.0,understanding,# I prefer to use my fingerprint to sign-in to my devices when possible.,blocking,q12,forward,blocking_q12
32059,sub108,2.0,understanding,# I scan my phone with an antivirus or similar. ,inspecting,q38,forward,inspecting_q38
32065,sub108,2.0,understanding,# I change the default name of my devices.,inspecting,q29,forward,inspecting_q29
32071,sub108,2.0,understanding,# I check my browser is safe/encrypted before shopping.,inspecting,q34,forward,inspecting_q34
32077,sub108,2.0,understanding,# I use different email addresses for work and personal issues. ,hiding,q16,forward,hiding_q16
32083,sub108,2.0,understanding,# I keep my antivirus protection active when browsing the internet.,blocking,q10,forward,blocking_q10
32095,sub108,2.0,understanding,# I change my passwords after using them for a while.,blocking,q05,forward,blocking_q05
32101,sub108,2.0,understanding,# I pay attention to news about cybersecurity breaches.,inspecting,q40,forward,inspecting_q40
32107,sub108,2.0,understanding,# I ensure my devices are locked if not using them.,inspecting,q28,forward,inspecting_q28
32113,sub108,2.0,understanding,# I try to remain anonymous in the internet if I can.,hiding,q18,forward,hiding_q18
32119,sub108,2.0,understanding,# I check whether updates are safe before applying them.,inspecting,q31,forward,inspecting_q31
32125,sub108,2.0,understanding,# I blindly accept all cookies from a website.,hiding,q25,reversed,hiding_q25
32131,sub108,2.0,understanding,# I share personal information with strangers on social media.,hiding,q17,reversed,hiding_q17
32143,sub108,2.0,understanding,# I clean my location log info.,hiding,q21,forward,hiding_q21
32149,sub108,2.0,understanding,# I accept friend requests from total strangers on social media.,hiding,q27,reversed,hiding_q27
32161,sub108,2.0,understanding,# I check whether emails come from trustworthy sources.,inspecting,q42,forward,inspecting_q42
32173,sub108,2.0,understanding,# I access my online baking when connected to a public WiFi.,hiding,q24,reversed,hiding_q24
